City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
274,La Asuncion,VE,11.03,-63.86,89.6,59,1,14.99,clear sky,0.0,0.0
275,La Ronge,CA,55.1,-105.28,37.4,47,75,13.87,broken clouds,0.0,0.0
276,Gwadar,PK,25.12,62.33,80.29,75,8,7.81,clear sky,0.0,0.0
277,Verkhnyaya Inta,RU,65.98,60.31,34.02,94,100,8.34,light snow,0.0,0.27
278,Bilma,NE,18.69,12.92,82.11,13,88,7.27,overcast clouds,0.0,0.0
279,Russell,US,32.35,-85.2,62.6,93,20,5.82,thunderstorm,0.0,0.0
280,Vitre,FR,48.12,-1.21,53.6,87,100,5.82,light rain,0.61,0.0
281,Houma,US,29.6,-90.72,79.0,88,90,12.75,overcast clouds,0.0,0.0
282,Leningradskiy,RU,69.38,178.42,14.41,93,95,10.16,overcast clouds,0.0,0.0
283,Trairi,BR,-3.28,-39.27,78.84,83,8,2.42,clear sky,0.0,0.0
284,Ciparay,ID,-7.42,108.47,89.96,56,51,3.04,broken clouds,0.0,0.0
285,Opotiki,NZ,-38.08,177.28,66.99,76,100,1.99,light rain,0.12,0.0
286,Cheney,US,47.49,-117.58,59.0,47,75,5.57,broken clouds,0.0,0.0
287,Mpulungu,ZM,-8.76,31.11,71.06,58,58,5.95,broken clouds,0.0,0.0
288,Kodiak,US,57.79,-152.41,44.6,81,90,12.75,overcast clouds,0.0,0.0
289,Roebourne,AU,-20.78,117.13,89.76,44,89,9.84,overcast clouds,0.0,0.0
290,Otradnoye,RU,59.78,30.82,37.4,94,40,4.47,scattered clouds,0.0,0.0
291,San Jose De Rio Tinto,HN,14.93,-85.7,72.99,66,0,2.28,clear sky,0.0,0.0
292,Batsfjord,NO,70.63,29.72,37.4,86,75,17.22,shower rain,0.0,0.0
293,Carauari,BR,-4.88,-66.9,73.98,82,32,0.72,scattered clouds,0.0,0.0
294,San Borja,BO,-14.82,-66.85,69.37,76,28,1.88,scattered clouds,0.0,0.0
295,Belmonte,BR,-15.86,-38.88,73.4,83,75,4.7,broken clouds,0.0,0.0
296,Machico,PT,32.7,-16.77,59.0,77,20,2.24,few clouds,0.0,0.0
297,Killybegs,IE,54.63,-8.45,45.0,78,4,7.0,clear sky,0.0,0.0
298,Jiuquan,CN,39.74,98.52,50.5,21,22,5.86,few clouds,0.0,0.0
299,Alofi,NU,-19.06,-169.92,82.4,83,2,13.87,light rain,0.35,0.0
300,Epe,NG,6.58,3.98,78.93,84,99,4.07,overcast clouds,0.0,0.0
301,Mineiros,BR,-17.57,-52.55,66.07,76,1,4.09,light rain,1.03,0.0
302,Samarai,PG,-10.62,150.67,84.61,74,85,7.58,light rain,0.6,0.0
303,Abha,SA,18.22,42.51,64.4,55,98,1.25,light rain,1.25,0.0
304,Whitefish,US,48.41,-114.34,53.6,54,90,9.17,overcast clouds,0.0,0.0
305,Provideniya,RU,64.38,-173.3,22.59,95,100,13.62,light snow,0.0,0.36
306,Puerto Leguizamo,CO,-0.19,-74.78,72.41,77,91,1.7,overcast clouds,0.0,0.0
307,College,US,64.86,-147.8,45.0,81,90,5.82,light rain,0.0,0.0
308,Portlethen,GB,57.05,-2.13,37.4,93,0,2.24,clear sky,0.0,0.0
309,Cape Canaveral,US,28.41,-80.6,81.0,88,1,8.05,clear sky,0.0,0.0
310,Inirida,CO,3.87,-67.92,73.35,93,83,0.76,light rain,1.05,0.0
311,Batagay-Alyta,RU,67.8,130.41,25.43,87,34,4.7,scattered clouds,0.0,0.0
312,Petropavlovka,RU,50.61,105.32,31.77,54,90,9.31,light snow,0.0,0.2
313,Kijang,KR,35.24,129.21,60.8,59,40,6.93,scattered clouds,0.0,0.0
314,Los Llanos De Aridane,ES,28.66,-17.92,62.6,67,1,5.82,clear sky,0.0,0.0
315,Whitehorse,CA,60.72,-135.05,60.8,31,75,12.75,broken clouds,0.0,0.0
316,Acapulco,MX,16.86,-99.89,78.8,88,5,2.53,clear sky,0.0,0.0
317,Wukari,NG,7.85,9.78,79.9,70,100,8.63,overcast clouds,0.0,0.0
318,Haines Junction,CA,60.75,-137.51,43.29,58,74,8.57,broken clouds,0.0,0.0
319,Kajaani,FI,64.23,27.73,33.8,92,100,3.36,overcast clouds,0.0,0.0
320,Lons-Le-Saunier,FR,46.75,5.75,55.99,98,88,2.86,overcast clouds,0.0,0.0
321,Price,US,39.6,-110.81,46.4,65,75,10.29,broken clouds,0.0,0.0
322,Port Elizabeth,ZA,-33.92,25.57,71.6,37,0,14.99,clear sky,0.0,0.0
323,Kuppam,IN,12.75,78.37,78.66,53,24,5.39,few clouds,0.0,0.0
324,Maniwaki,CA,46.38,-75.97,25.25,93,45,7.56,scattered clouds,0.0,0.0
325,Tual,ID,-5.67,132.75,84.9,72,23,4.81,moderate rain,3.08,0.0
326,Conneaut,US,41.95,-80.55,42.8,67,90,3.36,overcast clouds,0.0,0.0
327,Palasa,IN,18.77,84.42,87.28,57,0,7.74,clear sky,0.0,0.0
328,Potenza,IT,40.64,15.81,55.58,67,100,0.69,light rain,0.12,0.0
329,Qasigiannguit,GL,68.82,-51.19,28.4,58,94,25.28,overcast clouds,0.0,0.0
330,Beringovskiy,RU,63.05,179.32,21.47,96,100,17.56,light snow,0.0,0.3
331,Cape Coast,GH,5.11,-1.25,81.7,79,100,8.37,overcast clouds,0.0,0.0
332,Balkanabat,TM,39.51,54.37,69.19,43,0,1.3,clear sky,0.0,0.0
333,Tigzirt,DZ,36.89,4.12,61.72,89,100,19.82,moderate rain,9.36,0.0
334,Praia Da Vitoria,PT,38.73,-27.07,55.4,71,40,14.0,light intensity shower rain,0.0,0.0
335,Louis Trichardt,ZA,-23.04,29.9,52.34,70,2,3.76,clear sky,0.0,0.0
336,Inta,RU,66.03,60.17,34.11,96,100,8.37,light snow,0.0,0.23
337,Muros,ES,42.78,-9.06,50.0,93,99,1.01,overcast clouds,0.0,0.0
338,Saint-Herblain,FR,47.22,-1.65,53.6,100,100,8.05,light rain,1.28,0.0
339,High Prairie,CA,55.43,-116.49,42.93,69,27,7.23,light rain,0.14,0.0
340,Gold Coast,AU,-28.0,153.43,84.99,47,19,10.29,few clouds,0.0,0.0
341,Collingwood,CA,44.48,-80.22,33.01,71,0,1.01,clear sky,0.0,0.0
342,Kitimat,CA,54.05,-128.65,59.0,47,20,18.34,few clouds,0.0,0.0
343,San Policarpo,PH,12.18,125.51,83.21,83,59,13.0,light rain,2.28,0.0
344,Hammond,US,41.58,-87.5,42.01,62,1,3.36,clear sky,0.0,0.0
345,Byron Bay,AU,-28.65,153.62,78.01,38,49,8.05,scattered clouds,0.0,0.0
346,Lebedyn,UA,50.59,34.48,38.41,73,100,7.72,overcast clouds,0.0,0.0
347,Carutapera,BR,-1.2,-46.02,79.12,85,37,6.49,scattered clouds,0.0,0.0
348,Teguise,ES,29.06,-13.56,62.6,77,15,3.36,few clouds,0.0,0.0
349,Henties Bay,NA,-22.12,14.28,59.0,93,30,5.01,light rain,0.98,0.0
350,Olinda,BR,-8.01,-34.86,80.6,83,40,4.7,thunderstorm,0.0,0.0
351,Kribi,CM,2.95,9.92,76.87,85,100,0.4,light rain,0.48,0.0
352,Hurricane,US,37.18,-113.29,71.6,24,1,10.29,clear sky,0.0,0.0
353,New Port Richey,US,28.24,-82.72,81.0,82,100,14.85,overcast clouds,0.0,0.0
354,Harnosand,SE,62.63,17.94,41.0,83,45,9.17,scattered clouds,0.0,0.0
355,Kedrovyy,RU,56.17,91.82,42.8,24,57,13.42,broken clouds,0.0,0.0
356,Praia,CV,14.92,-23.51,69.8,68,20,17.22,few clouds,0.0,0.0
357,Rypefjord,NO,70.63,23.67,39.2,80,40,42.5,scattered clouds,0.0,0.0
358,Salinopolis,BR,-0.61,-47.36,81.12,81,79,7.67,light rain,0.98,0.0
359,Parsons,US,37.34,-95.26,62.6,51,1,3.36,clear sky,0.0,0.0
360,Mersing,MY,2.43,103.84,89.6,70,40,3.36,scattered clouds,0.0,0.0
361,Sault Sainte Marie,CA,46.52,-84.33,28.4,58,1,5.82,clear sky,0.0,0.0
362,Lasa,IT,46.62,10.7,46.4,100,90,3.36,light rain,0.0,0.0
363,Cururupu,BR,-1.83,-44.87,77.18,90,25,4.0,scattered clouds,0.0,0.0
364,Monmouth,US,40.3,-74.17,55.0,58,20,4.7,few clouds,0.0,0.0
365,Grindavik,IS,63.84,-22.43,46.4,100,90,27.51,light intensity drizzle rain,0.0,0.0
366,Evensk,RU,61.95,159.23,17.35,91,100,7.65,light snow,0.0,0.14
367,Itoman,JP,26.12,127.67,66.2,93,75,10.29,light intensity shower rain,0.0,0.0
368,Krasnoarmeysk,RU,51.02,45.7,40.08,80,38,4.29,scattered clouds,0.0,0.0
369,Waverly,US,42.74,-84.62,41.0,44,1,5.82,clear sky,0.0,0.0
370,Belaya Gora,RU,68.53,146.42,16.54,92,84,9.48,broken clouds,0.0,0.0
371,Merauke,ID,-8.47,140.33,89.24,63,22,7.27,light rain,0.16,0.0
372,Dicabisagan,PH,17.08,122.42,83.44,77,100,10.67,overcast clouds,0.0,0.0
373,Kragero,NO,58.87,9.41,46.99,60,0,4.7,clear sky,0.0,0.0
374,Caceres,ES,39.52,-6.37,48.0,90,98,5.37,overcast clouds,0.0,0.0
375,Avera,US,33.19,-82.53,57.2,95,90,3.36,moderate rain,0.0,0.0
376,Harper,LR,4.38,-7.72,80.53,84,100,4.99,light rain,0.58,0.0
377,Nouakchott,MR,18.09,-15.98,69.8,68,0,16.11,clear sky,0.0,0.0
378,Ust-Tarka,RU,55.57,75.7,49.98,83,44,3.71,scattered clouds,0.0,0.0
379,Labuhan,ID,-6.88,112.21,88.03,65,43,2.51,scattered clouds,0.0,0.0
380,Naze,JP,28.37,129.48,71.6,68,40,11.41,scattered clouds,0.0,0.0
381,Port-Gentil,GA,-0.72,8.78,79.81,83,100,3.0,light rain,0.68,0.0
382,Chiredzi,ZW,-21.05,31.67,59.79,83,0,1.52,clear sky,0.0,0.0
383,Kruisfontein,ZA,-34.0,24.73,60.62,74,0,5.37,clear sky,0.0,0.0
384,Kintampo,GH,8.06,-1.73,75.09,78,100,6.33,overcast clouds,0.0,0.0
385,Touros,BR,-5.2,-35.46,77.0,94,40,3.36,scattered clouds,0.0,0.0
386,Terra Santa,BR,-2.1,-56.49,73.13,97,99,0.54,overcast clouds,0.0,0.0
387,Saldanha,ZA,-33.01,17.94,59.0,82,92,10.29,overcast clouds,0.0,0.0
388,Birao,CF,10.28,22.79,74.37,23,100,3.09,overcast clouds,0.0,0.0
389,Tuatapere,NZ,-46.13,167.68,55.99,66,16,8.01,few clouds,0.0,0.0
390,Calvinia,ZA,-31.47,19.78,58.93,29,0,3.58,clear sky,0.0,0.0
391,Homer,US,59.64,-151.55,48.2,66,90,3.36,overcast clouds,0.0,0.0
392,Nicoya,CR,10.15,-85.45,73.0,85,4,11.99,light rain,0.14,0.0
393,Mayumba,GA,-3.43,10.66,78.55,85,100,7.29,light rain,1.75,0.0
394,Ambon,ID,-3.7,128.18,91.4,55,40,5.82,scattered clouds,0.0,0.0
395,Nalut,LY,30.33,10.85,64.06,44,75,27.72,broken clouds,0.0,0.0
396,Vila Franca Do Campo,PT,37.72,-25.43,53.6,66,20,6.93,few clouds,0.0,0.0
397,Grenaa,DK,56.42,10.88,37.99,70,0,6.08,clear sky,0.0,0.0
398,Togur,RU,58.36,82.83,47.35,63,97,8.03,overcast clouds,0.0,0.0
399,Gorontalo,ID,0.54,123.06,86.0,68,31,2.93,light rain,1.74,0.0
400,Codrington,AU,-38.27,141.97,61.39,54,19,21.23,few clouds,0.0,0.0
401,Rabat,MA,33.99,-6.84,57.0,93,75,6.93,broken clouds,0.0,0.0
402,Simbahan,PH,6.3,120.58,84.96,68,80,3.83,light rain,1.91,0.0
403,Buta,CD,2.79,24.73,71.15,86,100,2.35,overcast clouds,0.0,0.0
404,Bengkulu,ID,-3.8,102.27,86.95,62,60,2.71,broken clouds,0.0,0.0
405,Hami,CN,42.8,93.45,65.8,14,89,10.58,overcast clouds,0.0,0.0
406,Marang,MY,5.21,103.21,87.8,74,40,3.36,scattered clouds,0.0,0.0
407,Hueyapan,MX,18.87,-98.67,66.81,28,79,1.83,light rain,0.52,0.0
408,Batagay,RU,67.63,134.63,17.78,88,97,4.07,overcast clouds,0.0,0.0
409,San Cristobal,VE,7.77,-72.22,67.6,63,98,1.95,light rain,0.7,0.0
410,Qaqortoq,GL,60.72,-46.03,24.8,41,3,4.7,clear sky,0.0,0.0
411,Coahuayana,MX,18.73,-103.68,73.35,82,0,3.44,clear sky,0.0,0.0
412,Santa Cruz De Tenerife,ES,28.47,-16.25,57.99,93,75,17.22,broken clouds,0.0,0.0
413,Lewistown,US,40.6,-77.57,45.16,76,86,3.51,overcast clouds,0.0,0.0
414,Palanga,LT,55.92,21.07,28.4,92,0,1.12,clear sky,0.0,0.0
415,Macapa,BR,0.04,-51.07,78.8,100,75,3.36,broken clouds,0.0,0.0
416,Batemans Bay,AU,-35.72,150.18,64.99,61,100,1.01,overcast clouds,0.0,0.0
417,Ladario,BR,-19.0,-57.6,73.62,81,1,1.05,clear sky,0.0,0.0
418,Maldonado,UY,-34.67,-54.92,66.99,88,0,4.7,clear sky,0.0,0.0
419,Sao Gabriel,BR,-30.34,-54.32,62.02,67,0,7.31,clear sky,0.0,0.0
420,Abbeville,FR,50.1,1.83,50.0,61,85,11.41,overcast clouds,0.0,0.0
421,Ayagoz,KZ,47.97,80.44,58.89,29,0,13.62,clear sky,0.0,0.0
422,Tandayag,PH,9.45,123.23,86.0,79,75,9.17,shower rain,0.0,0.0
423,Lethem,GY,3.38,-59.8,80.24,70,92,8.59,light rain,1.35,0.0
424,Victor Harbor,AU,-35.57,138.62,66.0,51,43,7.0,scattered clouds,0.0,0.0
425,Noumea,NC,-22.28,166.46,71.6,88,100,5.82,heavy intensity rain,0.0,0.0
426,Qurayyat,SA,31.33,37.34,62.6,45,0,6.93,clear sky,0.0,0.0
427,Turukhansk,RU,65.82,87.98,40.28,66,100,20.89,overcast clouds,0.0,0.0
428,Storsteinnes,NO,69.24,19.23,39.2,86,100,34.45,light rain,0.0,0.0
429,Mossoro,BR,-5.19,-37.34,77.02,89,93,4.21,moderate rain,6.12,0.0
430,Camana,PE,-16.62,-72.71,69.78,72,17,5.39,few clouds,0.0,0.0
431,Huilong,CN,31.81,121.66,63.16,69,23,4.27,few clouds,0.0,0.0
432,Visnes,NO,59.36,5.22,37.99,93,0,2.24,clear sky,0.0,0.0
433,Fortuna,US,40.6,-124.16,52.0,81,90,5.82,overcast clouds,0.0,0.0
434,Egvekinot,RU,66.32,-179.17,12.56,90,92,12.8,overcast clouds,0.0,0.0
435,Sangar,RU,63.92,127.47,24.15,80,0,1.88,clear sky,0.0,0.0
436,Kyotera,UG,-0.62,31.52,64.62,67,100,5.77,light rain,2.02,0.0
437,Stornoway,GB,58.21,-6.39,35.6,68,0,2.66,clear sky,0.0,0.0
438,Nuuk,GL,64.18,-51.72,30.2,54,65,31.09,broken clouds,0.0,0.0
439,Salinas,US,36.68,-121.66,59.0,62,1,11.41,clear sky,0.0,0.0
440,Boa Vista,BR,2.82,-60.67,80.6,74,75,5.82,thunderstorm,0.0,0.0
441,Guipavas,FR,48.44,-4.4,51.8,93,100,5.82,overcast clouds,0.0,0.0
442,Honiara,SB,-9.43,159.95,89.6,62,40,6.93,scattered clouds,0.0,0.0
443,Mbalmayo,CM,3.52,11.5,66.2,100,75,1.12,thunderstorm with light rain,0.0,0.0
444,Hasan Abdal,PK,30.43,72.7,81.25,34,95,2.1,overcast clouds,0.0,0.0
445,Majene,ID,-3.54,118.97,87.31,60,85,4.0,overcast clouds,0.0,0.0
446,Eston,CA,51.15,-108.75,48.2,49,75,13.87,broken clouds,0.0,0.0
447,Linxia,CN,35.6,103.21,41.61,38,100,3.18,overcast clouds,0.0,0.0
448,Arriaga,MX,16.23,-93.9,81.34,70,13,4.5,few clouds,0.0,0.0
449,Tikaitnagar,IN,26.95,81.58,90.59,21,4,2.37,clear sky,0.0,0.0
450,Buraydah,SA,26.33,43.98,68.0,60,20,12.75,few clouds,0.0,0.0
451,Sinop,TR,41.77,34.87,50.5,57,56,3.91,broken clouds,0.0,0.0
452,Aykhal,RU,66.0,111.5,32.0,77,7,6.71,clear sky,0.0,0.0
453,Atar,MR,20.52,-13.05,69.15,22,0,8.34,clear sky,0.0,0.0
454,Diffa,NE,13.32,12.61,80.1,14,55,7.65,broken clouds,0.0,0.0
455,Aden,YE,12.78,45.04,81.21,79,90,11.54,overcast clouds,0.0,0.0
456,Maragogi,BR,-9.01,-35.22,78.94,83,25,7.29,light rain,2.32,0.0
457,Lucea,JM,18.45,-78.17,80.6,78,20,3.36,few clouds,0.0,0.0
458,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,63.95,61,0,4.03,clear sky,0.0,0.0
459,Abeche,TD,13.83,20.83,76.75,14,61,10.76,broken clouds,0.0,0.0
460,Port Augusta,AU,-32.5,137.77,69.8,56,40,8.05,scattered clouds,0.0,0.0
461,Morondava,MG,-20.28,44.28,76.93,64,0,10.02,clear sky,0.0,0.0
462,Saurimo,AO,-9.66,20.39,62.83,71,59,3.8,broken clouds,0.0,0.0
463,Makakilo City,US,21.35,-158.09,80.6,73,90,8.05,overcast clouds,0.0,0.0
464,Iskateley,RU,67.68,53.15,30.67,98,95,6.85,overcast clouds,0.0,0.0
465,Mwanza,TZ,-2.52,32.9,69.8,94,75,5.82,light rain,0.0,0.0
466,Sabla,NG,12.75,4.71,85.98,35,10,8.7,clear sky,0.0,0.0
467,Ust-Nera,RU,64.57,143.2,13.19,78,91,2.86,overcast clouds,0.0,0.0
468,Port Lincoln,AU,-34.73,135.87,62.82,57,93,14.23,overcast clouds,0.0,0.0
469,Tabas,IR,33.6,56.92,71.31,30,57,2.21,broken clouds,0.0,0.0
470,Kilindoni,TZ,-7.91,39.67,81.09,78,88,16.02,light rain,1.68,0.0
471,Burnie,AU,-41.07,145.92,63.0,64,40,11.99,light rain,1.42,0.0
472,Brighton,GB,50.83,-0.14,45.0,88,3,3.0,clear sky,0.0,0.0
473,Formosa,AR,-26.18,-58.18,66.2,82,0,5.82,clear sky,0.0,0.0
474,Falun,SE,60.6,15.63,37.0,84,20,8.05,few clouds,0.0,0.0
475,Nemuro,JP,43.32,145.57,42.8,70,75,14.99,broken clouds,0.0,0.0
476,Villarrobledo,ES,39.27,-2.6,45.0,94,0,3.0,clear sky,0.0,0.0
477,Sungairaya,ID,0.7,108.9,88.88,59,40,1.95,scattered clouds,0.0,0.0
478,Mandalgovi,MN,45.76,106.27,28.9,43,95,18.41,overcast clouds,0.0,0.0
479,Detchino,RU,54.81,36.31,33.8,94,4,4.47,clear sky,0.0,0.0
480,Mnogovershinnyy,RU,53.94,139.92,24.85,96,100,12.97,snow,0.0,1.73
481,San Carlos Sija,GT,14.98,-91.55,53.01,95,61,1.72,light rain,0.38,0.0
482,Eucaliptus,BO,-17.58,-67.52,46.22,24,1,5.66,clear sky,0.0,0.0
483,Ereymentau,KZ,51.62,73.1,60.89,40,100,3.8,overcast clouds,0.0,0.0
484,Santa Fe,AR,-31.63,-60.7,66.99,80,0,4.92,clear sky,0.0,0.0
485,Meulaboh,ID,4.14,96.13,86.14,68,3,2.1,clear sky,0.0,0.0
486,Atasu,KZ,48.68,71.64,63.03,33,76,7.2,broken clouds,0.0,0.0
487,Campo Maior,BR,-4.83,-42.17,73.33,92,76,2.73,light rain,1.17,0.0
488,Fort-Shevchenko,KZ,44.51,50.26,55.78,62,2,12.93,clear sky,0.0,0.0
489,Bo Rai,TH,12.57,102.54,86.0,84,40,2.24,scattered clouds,0.0,0.0
490,Talnakh,RU,69.49,88.4,37.4,69,99,33.55,overcast clouds,0.0,0.0
491,Stendal,DE,52.6,11.85,41.0,65,0,1.01,clear sky,0.0,0.0
492,Ko Samui,TH,9.54,99.94,89.6,66,20,10.29,few clouds,0.0,0.0
493,Lashio,MM,22.93,97.75,90.66,21,0,1.34,clear sky,0.0,0.0
494,Asau,RO,46.43,26.4,43.0,67,40,14.99,scattered clouds,0.0,0.0
495,Svetlaya,RU,46.54,138.33,43.2,69,100,5.26,overcast clouds,0.0,0.0
496,Benghazi,LY,32.12,20.07,66.51,50,99,14.38,overcast clouds,0.0,0.0
497,Narsaq,GL,60.92,-46.05,24.8,41,1,4.7,clear sky,0.0,0.0
498,Key West,US,24.56,-81.78,82.4,78,1,8.05,clear sky,0.0,0.0
499,Shache,CN,38.42,77.24,56.61,47,99,3.83,light rain,0.31,0.0
500,Balgazyn,RU,51.0,95.2,51.76,29,0,2.8,clear sky,0.0,0.0
501,Vanavara,RU,60.34,102.28,34.86,70,0,1.52,clear sky,0.0,0.0
502,Kiruna,SE,67.86,20.23,37.4,74,100,6.93,overcast clouds,0.0,0.0
503,Kolobovo,RU,56.7,41.34,34.36,84,62,2.91,broken clouds,0.0,0.0
504,Castleisland,IE,52.23,-9.47,48.2,87,75,4.7,broken clouds,0.0,0.0
505,Sidi Ali,DZ,36.1,0.42,57.96,82,54,26.64,light rain,0.48,0.0
506,Turayf,SA,31.67,38.66,57.2,54,0,4.7,clear sky,0.0,0.0
507,Susanville,US,40.42,-120.65,53.6,50,1,8.05,clear sky,0.0,0.0
508,Iqaluit,CA,63.75,-68.51,-4.0,70,20,4.7,few clouds,0.0,0.0
509,Brooks,CA,50.58,-111.89,52.0,40,10,6.62,clear sky,0.0,0.0
510,Suntar,RU,62.14,117.63,27.66,89,100,5.68,overcast clouds,0.0,0.0
511,Chamba,IN,32.57,76.13,65.46,26,99,4.88,overcast clouds,0.0,0.0
512,Kells,IE,53.73,-6.88,46.0,100,40,8.05,scattered clouds,0.0,0.0
513,Kosmach,UA,48.75,24.37,31.21,78,48,2.08,scattered clouds,0.0,0.0
514,Kushmurun,KZ,52.45,64.63,50.31,74,100,8.7,light rain,0.19,0.0
515,Sao Bento,BR,-6.28,-37.75,69.82,90,100,7.34,heavy intensity rain,12.84,0.0
516,Petilia Policastro,IT,39.11,16.79,61.0,100,40,6.93,scattered clouds,0.0,0.0
517,Sao Joao Da Barra,BR,-21.64,-41.05,69.08,84,99,7.09,overcast clouds,0.0,0.0
518,Zhigansk,RU,66.77,123.37,23.38,92,98,7.74,overcast clouds,0.0,0.0
519,Lata,PT,40.16,-8.33,53.01,91,100,1.92,overcast clouds,0.0,0.0
520,Lonar,IN,19.98,76.53,91.47,17,7,5.37,clear sky,0.0,0.0
521,Jodar,ES,37.84,-3.35,53.01,86,15,7.0,few clouds,0.0,0.0
522,Sheffield,GB,53.38,-1.47,41.0,91,6,1.01,clear sky,0.0,0.0
523,Santa Lucia,ES,27.91,-15.54,64.4,68,20,11.41,few clouds,0.0,0.0
524,Oktyabrskiy,RU,54.48,53.47,40.55,68,100,1.34,overcast clouds,0.0,0.0
525,Kedainiai,LT,55.29,23.97,32.0,95,0,2.24,clear sky,0.0,0.0
526,Korem,ET,12.51,39.52,55.71,37,99,2.06,overcast clouds,0.0,0.0
527,Walvis Bay,NA,-22.96,14.51,59.0,87,91,9.17,overcast clouds,0.0,0.0
528,Wattegama,LK,6.8,81.48,85.48,65,17,4.36,few clouds,0.0,0.0
529,Banjar,ID,-8.19,114.97,86.0,84,20,5.82,few clouds,0.0,0.0
530,Umea,SE,63.83,20.26,39.2,85,78,10.29,broken clouds,0.0,0.0
531,Hofn,IS,64.25,-15.21,44.28,86,99,8.84,overcast clouds,0.0,0.0
532,Cartagena Del Chaira,CO,1.33,-74.84,72.48,74,67,1.5,broken clouds,0.0,0.0
533,Marabba,SD,12.35,32.18,72.21,18,74,5.82,broken clouds,0.0,0.0
534,Vranje,RS,42.55,21.9,50.0,81,100,3.85,overcast clouds,0.0,0.0
535,Maniitsoq,GL,65.42,-52.9,27.79,94,100,24.63,light snow,0.0,0.78
536,Pyu,MM,18.48,96.43,95.61,33,0,7.09,clear sky,0.0,0.0
537,Ahuimanu,US,21.44,-157.84,84.2,51,40,8.05,scattered clouds,0.0,0.0
538,Porto Novo,BJ,6.5,2.6,80.6,83,40,4.7,scattered clouds,0.0,0.0
539,Ocampo,MX,21.65,-101.5,68.11,16,0,7.7,clear sky,0.0,0.0
540,Taksimo,RU,56.34,114.88,21.24,74,92,10.22,overcast clouds,0.0,0.0
541,Mahibadhoo,MV,3.78,72.97,85.19,74,86,8.59,light rain,0.49,0.0
542,Gravdal,NO,68.12,13.5,41.14,96,100,14.41,light rain,0.33,0.0
543,Abu Dhabi,AE,24.47,54.37,82.4,44,96,6.93,overcast clouds,0.0,0.0
544,Novo Aripuana,BR,-5.12,-60.38,74.32,96,99,2.75,overcast clouds,0.0,0.0
545,Ottawa,CA,45.41,-75.7,35.01,86,75,14.99,light intensity shower rain,0.0,0.0
546,Sioux Lookout,CA,50.1,-91.92,35.6,55,90,18.34,overcast clouds,0.0,0.0
547,Nioro,GM,13.35,-15.75,75.94,40,99,8.03,overcast clouds,0.0,0.0
548,Ambilobe,MG,-13.2,49.05,71.08,86,89,4.59,overcast clouds,0.0,0.0
549,Vanimo,PG,-2.67,141.3,81.81,82,100,9.69,moderate rain,6.63,0.0
